日期,时间,合约代码,最新价,仓位,多/空,持仓成本价,市值,累计盈亏
2022-06-01,15:30:00,511880.SS,100.900,900,多,100.981,90810.000,-72.630
2022-06-02,15:30:00,511880.SS,100.896,900,多,100.981,90806.400,-76.230
2022-06-06,15:30:00,511880.SS,100.914,900,多,100.981,90822.600,-60.030
2022-06-07,15:30:00,511880.SS,100.926,900,多,100.981,90833.400,-49.230
2022-06-08,15:30:00,511880.SS,100.930,900,多,100.981,90837.000,-45.630
2022-06-09,15:30:00,511880.SS,100.937,900,多,100.981,90843.300,-39.330
2022-06-10,15:30:00,511880.SS,100.924,900,多,100.981,90831.600,-51.030
2022-06-13,15:30:00,511880.SS,100.958,900,多,100.981,90862.200,-20.430
2022-06-14,15:30:00,511880.SS,100.970,900,多,100.981,90873.000,-9.630
2022-06-15,15:30:00,511880.SS,100.967,900,多,100.981,90870.300,-12.330
2022-06-16,15:30:00,511880.SS,100.970,900,多,100.981,90873.000,-9.630
2022-06-17,15:30:00,511880.SS,100.981,900,多,100.981,90882.900,0.270
2022-06-20,15:30:00,511880.SS,100.990,900,多,100.981,90891.000,8.370
2022-06-21,15:30:00,511880.SS,100.994,900,多,100.981,90894.600,11.970
2022-06-22,15:30:00,511880.SS,101.009,900,多,100.981,90908.100,25.470
2022-06-23,15:30:00,511880.SS,100.995,900,多,100.981,90895.500,12.870
2022-06-24,15:30:00,511880.SS,101.006,900,多,100.981,90905.400,22.770
2022-06-27,15:30:00,511880.SS,101.016,900,多,100.981,90914.400,31.770
2022-06-28,15:30:00,511880.SS,101.028,900,多,100.981,90925.200,42.570
2022-06-29,15:30:00,511880.SS,101.038,900,多,100.981,90934.200,51.570
2022-06-30,15:30:00,511880.SS,101.040,900,多,100.981,90936.000,53.370
2022-07-01,15:30:00,511880.SS,101.061,900,多,100.981,90954.900,72.270
2022-07-04,15:30:00,511880.SS,101.068,900,多,100.981,90961.200,78.570
2022-07-05,15:30:00,511880.SS,101.092,900,多,100.981,90982.800,100.170
2022-07-06,15:30:00,511880.SS,101.100,900,多,100.981,90990.000,107.370
2022-07-07,15:30:00,511880.SS,101.094,900,多,100.981,90984.600,101.970
