日期,时间,合约代码,最新价,仓位,多/空,持仓成本价,市值,累计盈亏
2024-11-04,15:30:00,518880.SS,6.006,800,多,6.018,4804.800,-9.440
2024-11-05,15:30:00,511880.SS,101.406,800,多,100.887,81124.800,415.200
2024-11-05,15:30:00,512480.SS,1.007,4400,多,0.977,4430.800,131.560
2024-11-05,15:30:00,512800.SS,1.409,3900,多,1.423,5495.100,-55.770
2024-11-05,15:30:00,512880.SS,1.265,3500,多,1.141,4427.500,432.600
2024-11-05,15:30:00,518880.SS,6.006,800,多,6.018,4804.800,-9.440
2024-11-06,15:30:00,511880.SS,101.419,800,多,100.887,81135.200,425.600
2024-11-06,15:30:00,512480.SS,1.018,4400,多,0.977,4479.200,179.960
2024-11-06,15:30:00,512800.SS,1.399,3900,多,1.423,5456.100,-94.770
2024-11-06,15:30:00,512880.SS,1.257,3500,多,1.141,4399.500,404.600
2024-11-06,15:30:00,518880.SS,5.994,800,多,6.018,4795.200,-19.040
2024-11-07,15:30:00,511880.SS,101.407,800,多,100.887,81125.600,416.000
2024-11-07,15:30:00,512480.SS,1.049,4400,多,0.977,4615.600,316.360
2024-11-07,15:30:00,512800.SS,1.429,3900,多,1.423,5573.100,22.230
2024-11-07,15:30:00,512880.SS,1.364,3500,多,1.141,4774.000,779.100
2024-11-07,15:30:00,518880.SS,5.860,800,多,6.018,4688.000,-126.240
2024-11-08,15:30:00,511880.SS,101.430,800,多,100.887,81144.000,434.400
2024-11-08,15:30:00,512480.SS,1.056,4400,多,0.977,4646.400,347.160
2024-11-08,15:30:00,512800.SS,1.409,3900,多,1.423,5495.100,-55.770
2024-11-08,15:30:00,512880.SS,1.320,3500,多,1.141,4620.000,625.100
2024-11-08,15:30:00,518880.SS,5.898,800,多,6.018,4718.400,-95.840
2024-11-11,15:30:00,511880.SS,101.433,800,多,100.887,81146.400,436.800
2024-11-11,15:30:00,512480.SS,1.121,4400,多,0.977,4932.400,633.160
2024-11-11,15:30:00,512800.SS,1.387,0,多,0.000,0.000,0.000
2024-11-11,15:30:00,512880.SS,1.321,3500,多,1.141,4623.500,628.600
2024-11-11,15:30:00,518880.SS,5.905,800,多,6.018,4724.000,-90.240
2024-11-11,15:30:00,159819.SZ,0.982,4800,多,0.983,4713.600,-4.800
2024-11-11,15:30:00,512660.SS,1.217,600,多,1.225,730.200,-4.980
2024-11-12,15:30:00,511880.SS,101.441,800,多,100.887,81152.800,443.200
2024-11-12,15:30:00,512480.SS,1.094,4400,多,0.977,4813.600,514.360
2024-11-12,15:30:00,512880.SS,1.289,3500,多,1.141,4511.500,516.600
2024-11-12,15:30:00,518880.SS,5.807,800,多,6.018,4645.600,-168.640
2024-11-12,15:30:00,159819.SZ,0.962,4800,多,0.983,4617.600,-100.800
2024-11-12,15:30:00,512660.SS,1.168,600,多,1.225,700.800,-34.380
2024-11-13,15:30:00,511880.SS,101.440,800,多,100.887,81152.000,442.400
2024-11-13,15:30:00,512480.SS,1.095,4400,多,0.977,4818.000,518.760
2024-11-13,15:30:00,512880.SS,1.286,3500,多,1.141,4501.000,506.100
2024-11-13,15:30:00,518880.SS,5.796,800,多,6.018,4636.800,-177.440
2024-11-13,15:30:00,159819.SZ,0.990,4800,多,0.983,4752.000,33.600
2024-11-13,15:30:00,512660.SS,1.170,600,多,1.225,702.000,-33.180
2024-11-14,15:30:00,511880.SS,101.444,800,多,100.887,81155.200,445.600
2024-11-14,15:30:00,512480.SS,1.051,4400,多,0.977,4624.400,325.160
2024-11-14,15:30:00,512880.SS,1.265,3500,多,1.141,4427.500,432.600
2024-11-14,15:30:00,518880.SS,5.680,800,多,6.018,4544.000,-270.240
2024-11-14,15:30:00,159819.SZ,0.947,4800,多,0.983,4545.600,-172.800
2024-11-14,15:30:00,512660.SS,1.123,600,多,1.225,673.800,-61.380
2024-11-15,15:30:00,511880.SS,101.448,800,多,100.887,81158.400,448.800
2024-11-15,15:30:00,512480.SS,1.008,4400,多,0.977,4435.200,135.960
2024-11-15,15:30:00,512880.SS,1.215,3500,多,1.141,4252.500,257.600
2024-11-15,15:30:00,518880.SS,5.683,0,多,0.000,0.000,0.000
2024-11-15,15:30:00,159819.SZ,0.918,4800,多,0.983,4406.400,-312.000
2024-11-15,15:30:00,512660.SS,1.084,4500,多,1.104,4878.000,-90.000
2024-11-15,15:30:00,512800.SS,1.384,200,多,1.409,276.800,-5.000
2024-11-18,15:30:00,511880.SS,101.451,800,多,100.887,81160.800,451.200
2024-11-18,15:30:00,512480.SS,0.983,4400,多,0.977,4325.200,25.960
2024-11-18,15:30:00,512880.SS,1.199,3500,多,1.141,4196.500,201.600
2024-11-18,15:30:00,159819.SZ,0.881,4800,多,0.983,4228.800,-489.600
2024-11-18,15:30:00,512660.SS,1.062,0,多,0.000,0.000,0.000
2024-11-18,15:30:00,512800.SS,1.410,3600,多,1.411,5076.000,-4.680
2024-11-19,15:30:00,511880.SS,101.453,800,多,100.887,81162.400,452.800
2024-11-19,15:30:00,512480.SS,1.017,4400,多,0.977,4474.800,175.560
2024-11-19,15:30:00,512880.SS,1.225,3500,多,1.141,4287.500,292.600
2024-11-19,15:30:00,159819.SZ,0.899,0,多,0.000,0.000,0.000
2024-11-19,15:30:00,512800.SS,1.405,4300,多,1.412,6041.500,-27.950
2024-11-19,15:30:00,518880.SS,5.858,500,多,5.868,2929.000,-5.000
2024-11-19,15:30:00,588000.SS,1.052,300,多,1.069,315.600,-5.010
2024-11-20,15:30:00,511880.SS,101.465,800,多,100.887,81172.000,462.400
2024-11-20,15:30:00,512480.SS,1.017,4400,多,0.977,4474.800,175.560
2024-11-20,15:30:00,512880.SS,1.225,3500,多,1.141,4287.500,292.600
2024-11-20,15:30:00,512800.SS,1.399,4300,多,1.412,6015.700,-53.750
2024-11-20,15:30:00,518880.SS,5.857,500,多,5.868,2928.500,-5.500
2024-11-20,15:30:00,588000.SS,1.055,0,多,0.000,0.000,0.000
2024-11-20,15:30:00,159819.SZ,0.913,400,多,0.926,365.200,-5.000
2024-11-21,15:30:00,511880.SS,101.470,800,多,100.887,81176.000,466.400
2024-11-21,15:30:00,512480.SS,1.022,4400,多,0.977,4496.800,197.560
2024-11-21,15:30:00,512880.SS,1.237,3500,多,1.141,4329.500,334.600
2024-11-21,15:30:00,512800.SS,1.396,0,多,0.000,0.000,0.000
2024-11-21,15:30:00,518880.SS,5.933,800,多,5.899,4746.400,27.520
2024-11-21,15:30:00,159819.SZ,0.919,4900,多,0.921,4503.100,-7.840
2024-11-21,15:30:00,588000.SS,1.064,100,多,1.114,106.400,-5.000
2024-11-22,15:30:00,511880.SS,101.490,800,多,100.887,81192.000,482.400
2024-11-22,15:30:00,512480.SS,0.979,4400,多,0.977,4307.600,8.360
2024-11-22,15:30:00,512880.SS,1.178,3500,多,1.141,4123.000,128.100
2024-11-22,15:30:00,518880.SS,6.010,800,多,5.899,4808.000,89.120
2024-11-22,15:30:00,159819.SZ,0.890,4900,多,0.921,4361.000,-149.940
2024-11-22,15:30:00,588000.SS,1.022,100,多,1.114,102.200,-9.200
2024-11-25,15:30:00,511880.SS,101.480,800,多,100.887,81184.000,474.400
2024-11-25,15:30:00,512480.SS,0.968,4400,多,0.977,4259.200,-40.040
2024-11-25,15:30:00,512880.SS,1.167,3500,多,1.141,4084.500,89.600
2024-11-25,15:30:00,518880.SS,5.916,800,多,5.899,4732.800,13.920
2024-11-25,15:30:00,159819.SZ,0.882,4900,多,0.921,4321.800,-189.140
2024-11-25,15:30:00,588000.SS,1.008,100,多,1.114,100.800,-10.600
2024-11-26,15:30:00,511880.SS,101.485,800,多,100.887,81188.000,478.400
2024-11-26,15:30:00,512480.SS,0.959,4400,多,0.977,4219.600,-79.640
2024-11-26,15:30:00,512880.SS,1.167,3500,多,1.141,4084.500,89.600
2024-11-26,15:30:00,518880.SS,5.844,800,多,5.899,4675.200,-43.680
2024-11-26,15:30:00,159819.SZ,0.868,4900,多,0.921,4253.200,-257.740
2024-11-26,15:30:00,588000.SS,1.002,100,多,1.114,100.200,-11.200
2024-11-27,15:30:00,511880.SS,101.482,800,多,100.887,81185.600,476.000
2024-11-27,15:30:00,512480.SS,0.990,4400,多,0.977,4356.000,56.760
2024-11-27,15:30:00,512880.SS,1.196,3500,多,1.141,4186.000,191.100
2024-11-27,15:30:00,518880.SS,5.899,800,多,5.899,4719.200,0.320
2024-11-27,15:30:00,159819.SZ,0.897,4900,多,0.921,4395.300,-115.640
2024-11-27,15:30:00,588000.SS,1.038,100,多,1.114,103.800,-7.600
2024-11-28,15:30:00,511880.SS,101.495,800,多,100.887,81196.000,486.400
2024-11-28,15:30:00,512480.SS,0.988,4400,多,0.977,4347.200,47.960
2024-11-28,15:30:00,512880.SS,1.184,3500,多,1.141,4144.000,149.100
2024-11-28,15:30:00,518880.SS,5.869,800,多,5.899,4695.200,-23.680
2024-11-28,15:30:00,159819.SZ,0.888,4900,多,0.921,4351.200,-159.740
2024-11-28,15:30:00,588000.SS,1.034,100,多,1.114,103.400,-8.000
2024-11-29,15:30:00,511880.SS,101.496,800,多,100.887,81196.800,487.200
2024-11-29,15:30:00,512480.SS,1.005,4400,多,0.977,4422.000,122.760
2024-11-29,15:30:00,512880.SS,1.216,3500,多,1.141,4256.000,261.100
2024-11-29,15:30:00,518880.SS,5.923,800,多,5.899,4738.400,19.520
2024-11-29,15:30:00,159819.SZ,0.913,4900,多,0.921,4473.700,-37.240
2024-11-29,15:30:00,588000.SS,1.060,100,多,1.114,106.000,-5.400
2024-12-02,15:30:00,511880.SS,101.508,800,多,100.887,81206.400,496.800
2024-12-02,15:30:00,512480.SS,1.014,4400,多,0.977,4461.600,162.360
2024-12-02,15:30:00,512880.SS,1.230,3500,多,1.141,4305.000,310.100
2024-12-02,15:30:00,518880.SS,5.872,800,多,5.899,4697.600,-21.280
2024-12-02,15:30:00,159819.SZ,0.923,4900,多,0.921,4522.700,11.760
2024-12-02,15:30:00,588000.SS,1.068,100,多,1.114,106.800,-4.600
2024-12-03,15:30:00,511880.SS,101.513,800,多,100.887,81210.400,500.800
2024-12-03,15:30:00,512480.SS,1.001,4400,多,0.977,4404.400,105.160
2024-12-03,15:30:00,512880.SS,1.229,3500,多,1.141,4301.500,306.600
2024-12-03,15:30:00,518880.SS,5.931,800,多,5.899,4744.800,25.920
2024-12-03,15:30:00,159819.SZ,0.908,4900,多,0.921,4449.200,-61.740
2024-12-03,15:30:00,588000.SS,1.057,100,多,1.114,105.700,-5.700
2024-12-04,15:30:00,511880.SS,101.525,600,多,100.701,60915.000,494.160
2024-12-04,15:30:00,512480.SS,1.003,7000,多,0.988,7021.000,108.500
2024-12-04,15:30:00,512880.SS,1.214,5700,多,1.170,6919.800,249.090
2024-12-04,15:30:00,518880.SS,5.929,1600,多,5.917,9486.400,19.360
2024-12-04,15:30:00,159819.SZ,0.897,7800,多,0.912,6996.600,-120.120
2024-12-04,15:30:00,588000.SS,1.050,7300,多,1.052,7665.000,-12.410
2024-12-05,15:30:00,511880.SS,101.523,500,多,100.553,50761.500,484.850
2024-12-05,15:30:00,512480.SS,1.002,8700,多,0.991,8717.400,96.570
2024-12-05,15:30:00,512880.SS,1.228,7300,多,1.184,8964.400,324.120
2024-12-05,15:30:00,518880.SS,5.927,2000,多,5.921,11854.000,11.200
2024-12-05,15:30:00,159819.SZ,0.910,9500,多,0.913,8645.000,-23.750
2024-12-05,15:30:00,588000.SS,1.053,9400,多,1.053,9898.200,4.700
2024-12-06,15:30:00,511880.SS,101.524,500,多,100.553,50762.000,485.350
2024-12-06,15:30:00,512480.SS,1.013,8700,多,0.991,8813.100,192.270
2024-12-06,15:30:00,512880.SS,1.244,7300,多,1.184,9081.200,440.920
2024-12-06,15:30:00,518880.SS,5.903,2000,多,5.921,11806.000,-36.800
2024-12-06,15:30:00,159819.SZ,0.921,9500,多,0.913,8749.500,80.750
2024-12-06,15:30:00,588000.SS,1.067,9400,多,1.053,10029.800,136.300
2024-12-09,15:30:00,511880.SS,101.531,500,多,100.553,50765.500,488.850
2024-12-09,15:30:00,512480.SS,0.996,8700,多,0.991,8665.200,44.370
2024-12-09,15:30:00,512880.SS,1.232,8500,多,1.191,10472.000,347.650
2024-12-09,15:30:00,518880.SS,5.936,2000,多,5.921,11872.000,29.200
2024-12-09,15:30:00,159819.SZ,0.912,9500,多,0.913,8664.000,-4.750
2024-12-09,15:30:00,588000.SS,1.054,0,多,0.000,0.000,0.000
2024-12-09,15:30:00,512980.SS,0.876,9500,多,0.877,8322.000,-6.650
2024-12-10,15:30:00,511880.SS,101.528,500,多,100.553,50764.000,487.350
2024-12-10,15:30:00,512480.SS,1.006,8700,多,0.991,8752.200,131.370
2024-12-10,15:30:00,512880.SS,1.244,7300,多,1.183,9081.200,445.300
2024-12-10,15:30:00,518880.SS,5.961,2000,多,5.921,11922.000,79.200
2024-12-10,15:30:00,159819.SZ,0.918,0,多,0.000,0.000,0.000
2024-12-10,15:30:00,512980.SS,0.869,9500,多,0.877,8255.500,-73.150
2024-12-10,15:30:00,512800.SS,1.443,7400,多,1.444,10678.200,-8.880
2024-12-11,15:30:00,511880.SS,101.533,500,多,100.553,50766.500,489.850
2024-12-11,15:30:00,512480.SS,1.008,8700,多,0.991,8769.600,148.770
2024-12-11,15:30:00,512880.SS,1.241,7300,多,1.183,9059.300,423.400
2024-12-11,15:30:00,518880.SS,6.011,2000,多,5.921,12022.000,179.200
2024-12-11,15:30:00,512980.SS,0.870,9500,多,0.877,8265.000,-63.650
2024-12-11,15:30:00,512800.SS,1.429,7400,多,1.444,10574.600,-112.480
2024-12-12,15:30:00,511880.SS,101.543,500,多,100.553,50771.500,494.850
2024-12-12,15:30:00,512480.SS,1.013,8700,多,0.991,8813.100,192.270
2024-12-12,15:30:00,512880.SS,1.259,7300,多,1.183,9190.700,554.800
2024-12-12,15:30:00,518880.SS,6.052,2000,多,5.921,12104.000,261.200
2024-12-12,15:30:00,512980.SS,0.875,9500,多,0.877,8312.500,-16.150
2024-12-12,15:30:00,512800.SS,1.447,0,多,0.000,0.000,0.000
2024-12-12,15:30:00,563300.SS,1.152,9200,多,1.153,10598.400,-8.280
2024-12-13,15:30:00,511880.SS,101.559,500,多,100.553,50779.500,502.850
2024-12-13,15:30:00,512480.SS,0.999,8700,多,0.991,8691.300,70.470
2024-12-13,15:30:00,512880.SS,1.219,7300,多,1.183,8898.700,262.800
2024-12-13,15:30:00,518880.SS,6.001,2000,多,5.921,12002.000,159.200
2024-12-13,15:30:00,512980.SS,0.880,9500,多,0.877,8360.000,31.350
