日期,时间,合约代码,最新价,仓位,多/空,持仓成本价,市值,累计盈亏
2024-06-12,15:30:00,511880.SS,100.863,200,多,100.989,20172.600,-25.180
2024-06-12,15:30:00,512400.SS,1.030,8000,多,1.043,8240.000,-102.400
2024-06-12,15:30:00,512800.SS,1.216,13400,多,1.241,16294.400,-335.000
2024-06-12,15:30:00,518880.SS,5.267,3400,多,5.294,17907.800,-92.480
2024-06-12,15:30:00,510300.SS,3.547,0,多,0.000,0.000,0.000
2024-06-12,15:30:00,515220.SS,1.335,8900,多,1.290,11881.500,400.500
2024-06-13,15:30:00,510880.SS,3.218,5700,多,3.259,18342.600,-234.270
2024-06-13,15:30:00,511880.SS,100.865,200,多,100.989,20173.000,-24.780
2024-06-13,15:30:00,512400.SS,1.013,8000,多,1.043,8104.000,-238.400
2024-06-13,15:30:00,512800.SS,1.206,13400,多,1.241,16160.400,-469.000
2024-06-13,15:30:00,518880.SS,5.269,3400,多,5.294,17914.600,-85.680
2024-06-13,15:30:00,515220.SS,1.318,8900,多,1.290,11730.200,249.200
2024-06-14,15:30:00,510880.SS,3.223,5700,多,3.259,18371.100,-205.770
2024-06-14,15:30:00,511880.SS,100.870,200,多,100.989,20174.000,-23.780
2024-06-14,15:30:00,512400.SS,1.016,8000,多,1.043,8128.000,-214.400
2024-06-14,15:30:00,512800.SS,1.219,13400,多,1.241,16334.600,-294.800
2024-06-14,15:30:00,518880.SS,5.271,3400,多,5.294,17921.400,-78.880
2024-06-14,15:30:00,515220.SS,1.307,8900,多,1.290,11632.300,151.300
2024-06-17,15:30:00,510880.SS,3.181,5700,多,3.259,18131.700,-445.170
2024-06-17,15:30:00,511880.SS,100.882,200,多,100.989,20176.400,-21.380
2024-06-17,15:30:00,512400.SS,1.003,8000,多,1.043,8024.000,-318.400
2024-06-17,15:30:00,512800.SS,1.207,13400,多,1.241,16173.800,-455.600
2024-06-17,15:30:00,518880.SS,5.279,3400,多,5.294,17948.600,-51.680
2024-06-17,15:30:00,515220.SS,1.277,8900,多,1.290,11365.300,-115.700
2024-06-18,15:30:00,510880.SS,3.188,6800,多,3.248,21678.400,-405.960
2024-06-18,15:30:00,511880.SS,100.886,100,多,101.171,10088.600,-28.540
2024-06-18,15:30:00,512400.SS,1.010,0,多,0.000,0.000,0.000
2024-06-18,15:30:00,512800.SS,1.212,13400,多,1.241,16240.800,-388.600
2024-06-18,15:30:00,518880.SS,5.284,3400,多,5.294,17965.600,-34.680
2024-06-18,15:30:00,515220.SS,1.278,8000,多,1.292,10224.000,-113.600
2024-06-18,15:30:00,510300.SS,3.555,6100,多,3.555,21685.500,1.220
2024-06-19,15:30:00,510880.SS,3.188,6800,多,3.248,21678.400,-405.960
2024-06-19,15:30:00,511880.SS,100.891,100,多,101.171,10089.100,-28.040
2024-06-19,15:30:00,512800.SS,1.226,12200,多,1.243,14957.200,-207.400
2024-06-19,15:30:00,518880.SS,5.305,3400,多,5.294,18037.000,36.720
2024-06-19,15:30:00,515220.SS,1.274,8000,多,1.292,10192.000,-145.600
2024-06-19,15:30:00,510300.SS,3.545,6100,多,3.555,21624.500,-59.780
2024-06-20,15:30:00,510880.SS,3.194,6800,多,3.248,21719.200,-365.160
2024-06-20,15:30:00,511880.SS,100.896,100,多,101.171,10089.600,-27.540
2024-06-20,15:30:00,512800.SS,1.218,12200,多,1.243,14859.600,-305.000
2024-06-20,15:30:00,518880.SS,5.351,3400,多,5.294,18193.400,193.120
2024-06-20,15:30:00,515220.SS,1.283,8000,多,1.292,10264.000,-73.600
2024-06-20,15:30:00,510300.SS,3.522,6100,多,3.555,21484.200,-200.080
2024-06-21,15:30:00,510880.SS,3.199,5700,多,3.259,18234.300,-339.720
2024-06-21,15:30:00,511880.SS,100.906,200,多,101.078,20181.200,-34.420
2024-06-21,15:30:00,512800.SS,1.218,13300,多,1.241,16199.400,-311.220
2024-06-21,15:30:00,518880.SS,5.376,3400,多,5.294,18278.400,278.120
2024-06-21,15:30:00,515220.SS,1.271,8000,多,1.292,10168.000,-169.600
2024-06-21,15:30:00,510300.SS,3.516,0,多,0.000,0.000,0.000
2024-06-21,15:30:00,512400.SS,1.002,9100,多,1.004,9118.200,-16.380
2024-06-24,15:30:00,510880.SS,3.157,5700,多,3.259,17994.900,-579.120
2024-06-24,15:30:00,511880.SS,100.913,200,多,101.078,20182.600,-33.020
2024-06-24,15:30:00,512800.SS,1.219,13300,多,1.241,16212.700,-297.920
2024-06-24,15:30:00,518880.SS,5.290,3400,多,5.294,17986.000,-14.280
2024-06-24,15:30:00,515220.SS,1.240,8000,多,1.292,9920.000,-417.600
2024-06-24,15:30:00,512400.SS,0.980,9100,多,1.004,8918.000,-216.580
2024-06-25,15:30:00,510880.SS,3.170,5700,多,3.259,18069.000,-505.020
2024-06-25,15:30:00,511880.SS,100.913,200,多,101.078,20182.600,-33.020
2024-06-25,15:30:00,512800.SS,1.226,14600,多,1.240,17899.600,-208.780
2024-06-25,15:30:00,518880.SS,5.302,3400,多,5.294,18026.800,26.520
2024-06-25,15:30:00,515220.SS,1.237,14500,多,1.268,17936.500,-455.300
2024-06-25,15:30:00,512400.SS,0.981,0,多,0.000,0.000,0.000
2024-06-26,15:30:00,510880.SS,3.178,5700,多,3.259,18114.600,-459.420
2024-06-26,15:30:00,511880.SS,100.916,200,多,101.078,20183.200,-32.420
2024-06-26,15:30:00,512800.SS,1.227,14600,多,1.240,17914.200,-194.180
2024-06-26,15:30:00,518880.SS,5.271,3400,多,5.294,17921.400,-78.880
2024-06-26,15:30:00,515220.SS,1.238,14500,多,1.268,17951.000,-440.800
2024-06-27,15:30:00,510880.SS,3.178,5700,多,3.259,18114.600,-459.420
2024-06-27,15:30:00,511880.SS,100.925,200,多,101.078,20185.000,-30.620
2024-06-27,15:30:00,512800.SS,1.242,13500,多,1.241,16767.000,18.900
2024-06-27,15:30:00,518880.SS,5.242,3400,多,5.294,17822.800,-177.480
2024-06-27,15:30:00,515220.SS,1.225,8500,多,1.298,10412.500,-623.050
2024-06-27,15:30:00,512400.SS,0.968,9100,多,0.969,8808.800,-7.280
2024-06-28,15:30:00,510880.SS,3.201,5700,多,3.259,18245.700,-328.320
2024-06-28,15:30:00,511880.SS,100.933,200,多,101.078,20186.600,-29.020
2024-06-28,15:30:00,512800.SS,1.247,14400,多,1.241,17956.800,80.640
2024-06-28,15:30:00,518880.SS,5.297,3400,多,5.294,18009.800,9.520
2024-06-28,15:30:00,515220.SS,1.236,14600,多,1.273,18045.600,-541.660
2024-06-28,15:30:00,512400.SS,0.987,0,多,0.000,0.000,0.000
2024-07-01,15:30:00,510880.SS,3.269,5700,多,3.259,18633.300,59.280
2024-07-01,15:30:00,511880.SS,100.947,200,多,101.078,20189.400,-26.220
2024-07-01,15:30:00,512800.SS,1.263,13000,多,1.240,16419.000,304.200
2024-07-01,15:30:00,518880.SS,5.299,3400,多,5.294,18016.600,16.320
2024-07-01,15:30:00,515220.SS,1.278,8700,多,1.272,11118.600,53.940
2024-07-01,15:30:00,512400.SS,1.010,9100,多,1.013,9191.000,-25.480
2024-07-02,15:30:00,510880.SS,3.271,5700,多,3.259,18644.700,70.680
2024-07-02,15:30:00,511880.SS,100.959,200,多,101.078,20191.800,-23.820
2024-07-02,15:30:00,512800.SS,1.280,13000,多,1.240,16640.000,525.200
2024-07-02,15:30:00,518880.SS,5.306,3400,多,5.294,18040.400,40.120
2024-07-02,15:30:00,515220.SS,1.271,8700,多,1.272,11057.700,-6.960
2024-07-02,15:30:00,512400.SS,0.998,9100,多,1.013,9081.800,-134.680
2024-07-03,15:30:00,510880.SS,3.249,5700,多,3.259,18519.300,-54.720
2024-07-03,15:30:00,511880.SS,100.954,200,多,101.078,20190.800,-24.820
2024-07-03,15:30:00,512800.SS,1.269,13000,多,1.240,16497.000,382.200
2024-07-03,15:30:00,518880.SS,5.340,3400,多,5.294,18156.000,155.720
2024-07-03,15:30:00,515220.SS,1.252,8700,多,1.272,10892.400,-172.260
2024-07-03,15:30:00,512400.SS,0.998,9100,多,1.013,9081.800,-134.680
2024-07-04,15:30:00,510880.SS,3.235,5700,多,3.259,18439.500,-134.520
2024-07-04,15:30:00,511880.SS,100.963,200,多,101.078,20192.600,-23.020
2024-07-04,15:30:00,512800.SS,1.272,13000,多,1.240,16536.000,421.200
2024-07-04,15:30:00,518880.SS,5.365,3400,多,5.294,18241.000,240.720
2024-07-04,15:30:00,515220.SS,1.240,8700,多,1.272,10788.000,-276.660
2024-07-04,15:30:00,512400.SS,0.991,10100,多,1.011,10009.100,-204.020
2024-07-05,15:30:00,510880.SS,3.218,5700,多,3.259,18342.600,-231.420
2024-07-05,15:30:00,511880.SS,100.969,200,多,101.078,20193.800,-21.820
2024-07-05,15:30:00,512800.SS,1.246,13000,多,1.240,16198.000,83.200
2024-07-05,15:30:00,518880.SS,5.381,3400,多,5.294,18295.400,295.120
2024-07-05,15:30:00,515220.SS,1.236,8700,多,1.272,10753.200,-311.460
2024-07-05,15:30:00,512400.SS,1.017,10100,多,1.011,10271.700,58.580
2024-07-08,15:30:00,510880.SS,3.207,5700,多,3.259,18279.900,-294.120
2024-07-08,15:30:00,511880.SS,100.972,200,多,101.078,20194.400,-21.220
2024-07-08,15:30:00,512800.SS,1.253,13000,多,1.240,16289.000,174.200
2024-07-08,15:30:00,518880.SS,5.384,3400,多,5.294,18305.600,305.320
2024-07-08,15:30:00,515220.SS,1.221,8700,多,1.272,10622.700,-441.960
2024-07-08,15:30:00,512400.SS,1.006,10100,多,1.011,10160.600,-52.520
2024-07-09,15:30:00,510880.SS,3.233,5700,多,3.259,18428.100,-145.920
2024-07-09,15:30:00,511880.SS,100.967,200,多,101.078,20193.400,-22.220
2024-07-09,15:30:00,512800.SS,1.265,12000,多,1.238,15180.000,325.200
2024-07-09,15:30:00,518880.SS,5.362,3400,多,5.294,18230.800,230.520
2024-07-09,15:30:00,515220.SS,1.230,8700,多,1.272,10701.000,-363.660
2024-07-09,15:30:00,512400.SS,1.027,10100,多,1.011,10372.700,159.580
2024-07-10,15:30:00,510880.SS,3.167,5700,多,3.259,18051.900,-522.120
2024-07-10,15:30:00,511880.SS,100.973,200,多,101.078,20194.600,-21.020
2024-07-10,15:30:00,512800.SS,1.271,12000,多,1.238,15252.000,397.200
2024-07-10,15:30:00,518880.SS,5.397,3400,多,5.294,18349.800,349.520
2024-07-10,15:30:00,515220.SS,1.174,8700,多,1.272,10213.800,-850.860
2024-07-10,15:30:00,512400.SS,1.012,10100,多,1.011,10221.200,8.080
2024-07-11,15:30:00,510880.SS,3.162,5700,多,3.259,18023.400,-550.620
2024-07-11,15:30:00,511880.SS,100.974,200,多,101.078,20194.800,-20.820
2024-07-11,15:30:00,512800.SS,1.263,14300,多,1.242,18060.900,296.010
2024-07-11,15:30:00,518880.SS,5.417,3400,多,5.294,18417.800,417.520
2024-07-11,15:30:00,515220.SS,1.184,0,多,0.000,0.000,0.000
2024-07-11,15:30:00,512400.SS,1.050,17300,多,1.027,18165.000,392.710
2024-07-12,15:30:00,510880.SS,3.158,5700,多,3.259,18000.600,-573.420
2024-07-12,15:30:00,511880.SS,100.986,200,多,101.078,20197.200,-18.420
2024-07-12,15:30:00,512800.SS,1.289,14300,多,1.242,18432.700,667.810
2024-07-12,15:30:00,518880.SS,5.446,3400,多,5.294,18516.400,516.120
2024-07-12,15:30:00,512400.SS,1.031,17300,多,1.027,17836.300,64.010
2024-07-15,15:30:00,510880.SS,3.195,6800,多,3.249,21726.000,-368.560
2024-07-15,15:30:00,511880.SS,100.996,100,多,101.244,10099.600,-24.790
2024-07-15,15:30:00,512800.SS,1.304,10300,多,1.219,13431.200,872.410
2024-07-15,15:30:00,518880.SS,5.442,4000,多,5.318,21768.000,495.600
2024-07-15,15:30:00,512400.SS,1.038,8300,多,1.016,8615.400,186.750
2024-07-15,15:30:00,510300.SS,3.526,6200,多,3.531,21861.200,-29.760
2024-07-16,15:30:00,510880.SS,3.182,6800,多,3.249,21637.600,-456.960
2024-07-16,15:30:00,511880.SS,100.995,100,多,101.244,10099.500,-24.890
2024-07-16,15:30:00,512800.SS,1.299,10300,多,1.219,13379.700,820.910
2024-07-16,15:30:00,518880.SS,5.505,4000,多,5.318,22020.000,747.600
2024-07-16,15:30:00,512400.SS,1.047,8300,多,1.016,8690.100,261.450
2024-07-16,15:30:00,510300.SS,3.551,6200,多,3.531,22016.200,125.240
2024-07-17,15:30:00,510880.SS,3.169,6800,多,3.249,21549.200,-545.360
2024-07-17,15:30:00,511880.SS,100.999,100,多,101.244,10099.900,-24.490
2024-07-17,15:30:00,512800.SS,1.310,10300,多,1.219,13493.000,934.210
2024-07-17,15:30:00,518880.SS,5.576,4000,多,5.318,22304.000,1031.600
2024-07-17,15:30:00,512400.SS,1.020,8300,多,1.016,8466.000,37.350
2024-07-17,15:30:00,510300.SS,3.556,6200,多,3.531,22047.200,156.240
2024-07-18,15:30:00,510880.SS,3.173,6800,多,3.249,21576.400,-518.160
2024-07-18,15:30:00,511880.SS,101.000,100,多,101.244,10100.000,-24.390
2024-07-18,15:30:00,512800.SS,1.307,10300,多,1.219,13462.100,903.310
2024-07-18,15:30:00,518880.SS,5.573,4000,多,5.318,22292.000,1019.600
2024-07-18,15:30:00,512400.SS,1.019,8300,多,1.016,8457.700,29.050
2024-07-18,15:30:00,510300.SS,3.577,6200,多,3.531,22177.400,286.440
2024-07-19,15:30:00,510880.SS,3.150,6800,多,3.249,21420.000,-674.560
2024-07-19,15:30:00,511880.SS,101.017,100,多,101.244,10101.700,-22.690
2024-07-19,15:30:00,512800.SS,1.303,10300,多,1.219,13420.900,862.110
2024-07-19,15:30:00,518880.SS,5.425,4000,多,5.318,21700.000,427.600
2024-07-19,15:30:00,512400.SS,1.002,8300,多,1.016,8316.600,-112.050
2024-07-19,15:30:00,510300.SS,3.600,6200,多,3.531,22320.000,429.040
2024-07-22,15:30:00,510880.SS,3.118,6800,多,3.249,21202.400,-892.160
2024-07-22,15:30:00,511880.SS,101.013,100,多,101.244,10101.300,-23.090
2024-07-22,15:30:00,512800.SS,1.282,10300,多,1.219,13204.600,645.810
2024-07-22,15:30:00,518880.SS,5.421,4000,多,5.318,21684.000,411.600
2024-07-22,15:30:00,512400.SS,0.990,0,多,0.000,0.000,0.000
2024-07-22,15:30:00,510300.SS,3.571,6200,多,3.531,22140.200,249.240
2024-07-22,15:30:00,512480.SS,0.770,9700,多,0.772,7469.000,-15.520
2024-07-23,15:30:00,510880.SS,3.097,6800,多,3.249,21059.600,-1034.960
2024-07-23,15:30:00,511880.SS,101.019,100,多,101.244,10101.900,-22.490
2024-07-23,15:30:00,512800.SS,1.294,10300,多,1.219,13328.200,769.410
2024-07-23,15:30:00,518880.SS,5.394,4000,多,5.318,21576.000,303.600
2024-07-23,15:30:00,510300.SS,3.501,6200,多,3.531,21706.200,-184.760
2024-07-23,15:30:00,512480.SS,0.733,9700,多,0.772,7110.100,-374.420
2024-07-24,15:30:00,510880.SS,3.099,9200,多,3.209,28510.800,-1014.760
2024-07-24,15:30:00,511880.SS,101.022,100,多,101.244,10102.200,-22.190
2024-07-24,15:30:00,512800.SS,1.295,22100,多,1.260,28619.500,780.130
2024-07-24,15:30:00,518880.SS,5.465,5200,多,5.352,28418.000,587.080
2024-07-24,15:30:00,510300.SS,3.479,0,多,0.000,0.000,0.000
2024-07-24,15:30:00,512480.SS,0.722,0,多,0.000,0.000,0.000
2024-07-25,15:30:00,510880.SS,3.085,9200,多,3.209,28382.000,-1143.560
2024-07-25,15:30:00,511880.SS,101.024,100,多,101.244,10102.400,-21.990
2024-07-25,15:30:00,512800.SS,1.283,22100,多,1.260,28354.300,514.930
2024-07-25,15:30:00,518880.SS,5.327,5200,多,5.352,27700.400,-130.520
2024-07-26,15:30:00,510880.SS,3.067,9200,多,3.209,28216.400,-1309.160
2024-07-26,15:30:00,511880.SS,101.035,100,多,101.244,10103.500,-20.890
2024-07-26,15:30:00,512800.SS,1.265,22100,多,1.260,27956.500,117.130
2024-07-26,15:30:00,518880.SS,5.350,5200,多,5.352,27820.000,-10.920
2024-07-29,15:30:00,510880.SS,3.079,9200,多,3.209,28326.800,-1198.760
2024-07-29,15:30:00,511880.SS,101.040,100,多,101.244,10104.000,-20.390
2024-07-29,15:30:00,512800.SS,1.283,22100,多,1.260,28354.300,514.930
2024-07-29,15:30:00,518880.SS,5.387,5200,多,5.352,28012.400,181.480
2024-07-30,15:30:00,510880.SS,3.064,9200,多,3.209,28188.800,-1336.760
2024-07-30,15:30:00,511880.SS,101.044,100,多,101.244,10104.400,-19.990
2024-07-30,15:30:00,512800.SS,1.277,22100,多,1.260,28221.700,382.330
2024-07-30,15:30:00,518880.SS,5.394,5200,多,5.352,28048.800,217.880
2024-07-31,15:30:00,510880.SS,3.093,5800,多,3.279,17939.400,-1078.800
2024-07-31,15:30:00,511880.SS,101.038,200,多,101.182,20207.600,-28.880
2024-07-31,15:30:00,512800.SS,1.276,14000,多,1.251,17864.000,351.400
2024-07-31,15:30:00,518880.SS,5.436,3300,多,5.304,17938.800,435.600
2024-07-31,15:30:00,512660.SS,0.920,19300,多,0.921,17756.000,-13.510
2024-08-01,15:30:00,510880.SS,3.096,5800,多,3.279,17956.800,-1061.400
2024-08-01,15:30:00,511880.SS,101.053,200,多,101.182,20210.600,-25.880
2024-08-01,15:30:00,512800.SS,1.278,11900,多,1.247,15208.200,372.470
2024-08-01,15:30:00,518880.SS,5.480,3300,多,5.304,18084.000,580.800
2024-08-01,15:30:00,512660.SS,0.922,13100,多,0.921,12078.200,19.650
2024-08-01,15:30:00,512480.SS,0.751,11300,多,0.753,8486.300,-18.080
2024-08-02,15:30:00,510880.SS,3.088,5800,多,3.279,17910.400,-1107.800
2024-08-02,15:30:00,511880.SS,101.069,200,多,101.182,20213.800,-22.680
2024-08-02,15:30:00,512800.SS,1.271,11900,多,1.247,15124.900,289.170
2024-08-02,15:30:00,518880.SS,5.505,3300,多,5.304,18166.500,663.300
2024-08-02,15:30:00,512660.SS,0.913,13100,多,0.921,11960.300,-98.250
2024-08-02,15:30:00,512480.SS,0.729,11300,多,0.753,8237.700,-266.680
2024-08-05,15:30:00,510880.SS,3.047,5800,多,3.279,17672.600,-1345.600
2024-08-05,15:30:00,511880.SS,101.079,200,多,101.182,20215.800,-20.680
2024-08-05,15:30:00,512800.SS,1.260,13800,多,1.249,17388.000,146.280
2024-08-05,15:30:00,518880.SS,5.366,3300,多,5.304,17707.800,204.600
2024-08-05,15:30:00,512660.SS,0.884,19700,多,0.910,17414.800,-510.230
2024-08-05,15:30:00,512480.SS,0.694,0,多,0.000,0.000,0.000
2024-08-06,15:30:00,510880.SS,3.036,9200,多,3.190,27931.200,-1414.040
2024-08-06,15:30:00,511880.SS,101.079,100,多,101.371,10107.900,-29.160
2024-08-06,15:30:00,512800.SS,1.248,22400,多,1.249,27955.200,-20.160
2024-08-06,15:30:00,518880.SS,5.327,5200,多,5.314,27700.400,66.040
2024-08-06,15:30:00,512660.SS,0.906,0,多,0.000,0.000,0.000
2024-08-07,15:30:00,510880.SS,3.048,4100,多,3.368,12496.800,-1311.180
2024-08-07,15:30:00,511880.SS,101.084,400,多,101.214,40433.600,-52.040
2024-08-07,15:30:00,512800.SS,1.250,12500,多,1.249,15625.000,15.000
2024-08-07,15:30:00,518880.SS,5.352,3000,多,5.289,16056.000,188.700
2024-08-07,15:30:00,512660.SS,0.912,11700,多,0.913,10670.400,-8.190
2024-08-08,15:30:00,510880.SS,3.059,5700,多,3.282,17436.300,-1269.390
2024-08-08,15:30:00,511880.SS,101.079,300,多,101.284,30323.700,-61.500
2024-08-08,15:30:00,512800.SS,1.253,12500,多,1.249,15662.500,52.500
2024-08-08,15:30:00,518880.SS,5.349,3000,多,5.289,16047.000,179.700
2024-08-08,15:30:00,512660.SS,0.883,17600,多,0.903,15540.800,-359.040
2024-08-09,15:30:00,510880.SS,3.048,9100,多,3.195,27736.800,-1340.430
2024-08-09,15:30:00,511880.SS,101.095,100,多,101.824,10109.500,-72.880
2024-08-09,15:30:00,512800.SS,1.259,22100,多,1.254,27823.900,117.130
2024-08-09,15:30:00,518880.SS,5.396,5100,多,5.336,27519.600,307.530
2024-08-09,15:30:00,512660.SS,0.873,0,多,0.000,0.000,0.000
2024-08-12,15:30:00,510880.SS,3.068,9100,多,3.195,27918.800,-1158.430
2024-08-12,15:30:00,511880.SS,101.099,100,多,101.824,10109.900,-72.480
2024-08-12,15:30:00,512800.SS,1.255,22100,多,1.254,27735.500,28.730
2024-08-12,15:30:00,518880.SS,5.437,5100,多,5.336,27728.700,516.630
2024-08-13,15:30:00,510880.SS,3.069,9100,多,3.195,27927.900,-1149.330
2024-08-13,15:30:00,511880.SS,101.101,100,多,101.824,10110.100,-72.280
2024-08-13,15:30:00,512800.SS,1.261,22100,多,1.254,27868.100,161.330
2024-08-13,15:30:00,518880.SS,5.474,5100,多,5.336,27917.400,705.330
2024-08-14,15:30:00,510880.SS,3.062,9100,多,3.195,27864.200,-1213.030
2024-08-14,15:30:00,511880.SS,101.103,100,多,101.824,10110.300,-72.080
2024-08-14,15:30:00,512800.SS,1.260,22100,多,1.254,27846.000,139.230
2024-08-14,15:30:00,518880.SS,5.456,5100,多,5.336,27825.600,613.530
2024-08-15,15:30:00,510880.SS,3.091,9100,多,3.195,28128.100,-949.130
2024-08-15,15:30:00,511880.SS,101.103,100,多,101.824,10110.300,-72.080
2024-08-15,15:30:00,512800.SS,1.260,22100,多,1.254,27846.000,139.230
2024-08-15,15:30:00,518880.SS,5.443,5100,多,5.336,27759.300,547.230
2024-08-16,15:30:00,510880.SS,3.096,9100,多,3.195,28173.600,-903.630
2024-08-16,15:30:00,511880.SS,101.121,100,多,101.824,10112.100,-70.280
2024-08-16,15:30:00,512800.SS,1.293,22100,多,1.254,28575.300,868.530
2024-08-16,15:30:00,518880.SS,5.453,5100,多,5.336,27810.300,598.230
2024-08-19,15:30:00,510880.SS,3.126,9100,多,3.195,28446.600,-630.630
2024-08-19,15:30:00,511880.SS,101.122,100,多,101.824,10112.200,-70.180
2024-08-19,15:30:00,512800.SS,1.315,22100,多,1.254,29061.500,1354.730
2024-08-19,15:30:00,518880.SS,5.513,5100,多,5.336,28116.300,904.230
2024-08-20,15:30:00,510880.SS,3.091,9100,多,3.195,28128.100,-949.130
2024-08-20,15:30:00,511880.SS,101.129,100,多,101.824,10112.900,-69.480
2024-08-20,15:30:00,512800.SS,1.318,22100,多,1.254,29127.800,1421.030
2024-08-20,15:30:00,518880.SS,5.513,5100,多,5.336,28116.300,904.230
2024-08-21,15:30:00,510880.SS,3.058,9100,多,3.195,27827.800,-1249.430
2024-08-21,15:30:00,511880.SS,101.127,100,多,101.824,10112.700,-69.680
2024-08-21,15:30:00,512800.SS,1.310,22100,多,1.254,28951.000,1244.230
2024-08-21,15:30:00,518880.SS,5.537,5100,多,5.336,28238.700,1026.630
2024-08-22,15:30:00,510880.SS,3.061,9100,多,3.195,27855.100,-1222.130
2024-08-22,15:30:00,511880.SS,101.140,100,多,101.824,10114.000,-68.380
2024-08-22,15:30:00,512800.SS,1.322,22100,多,1.254,29216.200,1509.430
2024-08-22,15:30:00,518880.SS,5.523,5100,多,5.336,28167.300,955.230
2024-08-23,15:30:00,510880.SS,3.059,9100,多,3.195,27836.900,-1240.330
2024-08-23,15:30:00,511880.SS,101.144,100,多,101.824,10114.400,-67.980
2024-08-23,15:30:00,512800.SS,1.329,22100,多,1.254,29370.900,1664.130
2024-08-23,15:30:00,518880.SS,5.504,5100,多,5.336,28070.400,858.330
2024-08-26,15:30:00,510880.SS,3.043,9100,多,3.195,27691.300,-1385.930
2024-08-26,15:30:00,511880.SS,101.144,100,多,101.824,10114.400,-67.980
2024-08-26,15:30:00,512800.SS,1.329,22100,多,1.254,29370.900,1664.130
2024-08-26,15:30:00,518880.SS,5.538,5100,多,5.336,28243.800,1031.730
2024-08-27,15:30:00,510880.SS,3.043,9100,多,3.195,27691.300,-1385.930
2024-08-27,15:30:00,511880.SS,101.150,100,多,101.824,10115.000,-67.380
2024-08-27,15:30:00,512800.SS,1.334,23400,多,1.258,31215.600,1769.040
2024-08-27,15:30:00,518880.SS,5.534,5100,多,5.336,28223.400,1011.330
2024-08-28,15:30:00,510880.SS,3.037,0,多,0.000,0.000,0.000
2024-08-28,15:30:00,511880.SS,101.154,100,多,101.824,10115.400,-66.980
2024-08-28,15:30:00,512800.SS,1.325,32300,多,1.276,42797.500,1576.240
